role,assistant_axis_score__alpha_1.0,assistant_axis_cmp_emotional_register__alpha_1.0,assistant_axis_cmp_vocab_choice__alpha_1.0,assistant_axis_cmp_social_dynamic__alpha_1.0,assistant_axis_cmp_motivation__alpha_1.0,assistant_axis_cmp_worldview_alignment__alpha_1.0,assistant_axis_score__alpha_1.5,assistant_axis_cmp_emotional_register__alpha_1.5,assistant_axis_cmp_vocab_choice__alpha_1.5,assistant_axis_cmp_social_dynamic__alpha_1.5,assistant_axis_cmp_motivation__alpha_1.5,assistant_axis_cmp_worldview_alignment__alpha_1.5,assistant_axis_score__alpha_2.0,assistant_axis_cmp_emotional_register__alpha_2.0,assistant_axis_cmp_vocab_choice__alpha_2.0,assistant_axis_cmp_social_dynamic__alpha_2.0,assistant_axis_cmp_motivation__alpha_2.0,assistant_axis_cmp_worldview_alignment__alpha_2.0,assistant_axis_score__alpha_2.5,assistant_axis_cmp_emotional_register__alpha_2.5,assistant_axis_cmp_vocab_choice__alpha_2.5,assistant_axis_cmp_social_dynamic__alpha_2.5,assistant_axis_cmp_motivation__alpha_2.5,assistant_axis_cmp_worldview_alignment__alpha_2.5
marketer,63.3421052631579,62.43421052631579,67.78508771929825,59.91228070175438,67.45614035087719,63.90350877192982,65.04824561403508,64.05701754385964,65.98684210526316,61.8640350877193,69.51754385964912,65.86842105263158,45.04385964912281,43.20175438596491,44.583333333333336,41.469298245614034,55.70175438596491,50.81140350877193,15.109649122807017,16.228070175438596,14.978070175438596,15.964912280701755,25.833333333333332,21.513157894736842
martyr,37.76315789473684,24.210526315789473,46.666666666666664,32.76315789473684,25.614035087719298,22.79824561403509,41.978070175438596,28.464912280701753,46.973684210526315,35.6359649122807,31.44736842105263,27.521929824561404,42.26754385964912,25.87719298245614,37.521929824561404,30.153508771929825,33.75,28.04824561403509,22.69736842105263,12.763157894736842,17.63157894736842,15.241228070175438,22.43421052631579,17.478070175438596
mathematician,56.00877192982456,51.8859649122807,58.07017543859649,52.43421052631579,54.64912280701754,49.94736842105263,57.6578947368421,52.96052631578947,59.21052631578947,53.83771929824562,57.324561403508774,51.89912280701754,39.54385964912281,31.42543859649123,36.92982456140351,36.8640350877193,46.469298245614034,39.71491228070175,21.82017543859649,15.153508771929825,20.789473684210527,20.54824561403509,28.20175438596491,22.32456140350877
maverick,48.62719298245614,21.162280701754387,34.583333333333336,25.964912280701753,33.88157894736842,25.614035087719298,50.60964912280702,22.5,35.85526315789474,26.885964912280702,36.95175438596491,28.399122807017545,39.96491228070175,14.824561403508772,26.359649122807017,20.592105263157894,32.324561403508774,24.45175438596491,17.390350877192983,8.223684210526315,13.552631578947368,11.18421052631579,21.31578947368421,14.342105263157896
mechanic,36.223684210526315,36.49122807017544,38.026315789473685,33.20175438596491,40.89912280701754,35.06578947368421,37.70175438596491,38.37719298245614,40.85526315789474,35.5921052631579,45.54824561403509,39.32017543859649,22.67543859649123,22.390350877192983,26.38157894736842,22.478070175438596,34.29824561403509,28.771929824561404,17.017543859649123,14.364035087719298,16.75438596491228,15.526315789473685,28.42105263157895,22.36842105263158
mediator,84.71491228070175,68.20175438596492,74.9780701754386,69.16666666666667,76.25,72.93859649122807,85.4780701754386,69.95614035087719,73.31140350877193,70.6140350877193,78.25877192982456,74.87719298245614,67.15789473684211,54.91228070175438,54.18859649122807,54.51754385964912,67.80701754385964,63.1359649122807,27.214912280701753,24.56140350877193,21.31578947368421,22.82894736842105,36.95175438596491,31.42543859649123
mentor,88.49122807017544,67.30263157894737,74.95614035087719,68.88157894736842,78.57456140350877,74.48684210526316,86.67105263157895,67.67543859649123,72.65350877192982,68.85964912280701,78.96929824561404,74.83771929824562,61.35087719298246,46.8859649122807,49.078947368421055,46.776315789473685,62.85087719298246,57.5,22.236842105263158,20.263157894736842,20.04385964912281,21.030701754385966,32.43421052631579,27.06140350877193
merchant,44.6140350877193,32.324561403508774,41.25,29.583333333333332,34.29824561403509,29.07894736842105,46.68859649122807,35.24122807017544,41.95175438596491,32.21491228070175,38.223684210526315,33.00438596491228,33.66228070175438,21.907894736842106,29.013157894736842,21.337719298245613,28.903508771929825,23.728070175438596,15.701754385964913,10.74561403508772,12.346491228070175,9.824561403508772,14.890350877192983,10.855263157894736
minimalist,57.11842105263158,31.29385964912281,37.74122807017544,39.03508771929825,33.771929824561404,27.916666666666668,64.44736842105263,39.51754385964912,46.33771929824562,46.9078947368421,43.66228070175438,37.60964912280702,51.14473684210526,34.21052631578947,39.10087719298246,41.11842105263158,43.17982456140351,37.223684210526315,12.916666666666666,9.890350877192983,10.307017543859649,11.951754385964913,16.29385964912281,12.87280701754386
moderator,84.12280701754386,70.24122807017544,73.02631578947368,66.51315789473684,75.41666666666667,72.24122807017544,82.83333333333333,70.94298245614036,72.21491228070175,66.98684210526316,75.78947368421052,72.30263157894737,59.84649122807018,57.39035087719298,54.69298245614035,53.66228070175438,66.51315789473684,61.833333333333336,27.17982456140351,29.12280701754386,26.82017543859649,28.44298245614035,41.18421052631579,36.09649122807018
musician,38.219298245614034,38.17982456140351,48.333333333333336,42.85087719298246,46.074561403508774,42.5,40.074561403508774,41.49122807017544,50.723684210526315,45.921052631578945,51.44736842105263,47.21491228070175,29.29824561403509,29.649122807017545,36.074561403508774,34.29824561403509,45.43859649122807,41.030701754385966,13.881578947368421,12.192982456140351,14.078947368421053,14.671052631578947,25.526315789473685,20.32894736842105
mycorrhizal,55.666666666666664,28.04824561403509,38.333333333333336,32.45614035087719,37.78508771929825,27.785087719298247,60.28508771929825,31.403508771929825,39.078947368421055,35.89912280701754,41.776315789473685,31.973684210526315,53.92982456140351,24.80263157894737,31.00877192982456,29.95614035087719,41.53508771929825,31.57894736842105,20.026315789473685,10.394736842105264,12.390350877192983,13.508771929824562,22.88157894736842,15.912280701754385
mystic,42.43421052631579,25.986842105263158,31.600877192982455,32.80701754385965,41.29385964912281,27.609649122807017,47.29824561403509,30.394736842105264,35.04385964912281,37.76315789473684,47.719298245614034,33.50877192982456,49.60526315789474,27.039473684210527,28.92543859649123,32.69736842105263,46.95175438596491,33.1140350877193,13.289473684210526,8.399122807017545,7.973684210526316,10.197368421052632,17.982456140350877,10.570175438596491
narcissist,29.93421052631579,10.241228070175438,26.29385964912281,11.206140350877194,9.276315789473685,7.2368421052631575,32.8640350877193,11.75438596491228,30.0,12.43421052631579,10.219298245614034,8.530701754385966,36.333333333333336,12.916666666666666,28.79385964912281,13.333333333333334,12.697368421052632,10.0,28.12719298245614,8.618421052631579,19.69298245614035,9.758771929824562,12.149122807017545,8.947368421052632
narrator,84.58771929824562,69.07894736842105,70.43859649122807,65.76754385964912,79.16666666666667,73.76315789473684,85.57456140350877,71.33771929824562,68.83771929824562,67.58771929824562,81.2280701754386,76.40350877192982,71.37719298245614,58.37719298245614,50.78947368421053,54.80263157894737,73.31140350877193,66.73245614035088,13.56578947368421,14.49561403508772,9.828947368421053,13.552631578947368,26.00877192982456,20.144736842105264
naturalist,40.96052631578947,40.04385964912281,50.85526315789474,46.51315789473684,43.17982456140351,37.39035087719298,40.61842105263158,39.73684210526316,50.54824561403509,45.74561403508772,45.13157894736842,37.63157894736842,28.464912280701753,22.894736842105264,30.94298245614035,30.54824561403509,36.53508771929825,27.982456140350877,12.039473684210526,8.442982456140351,11.18421052631579,12.12719298245614,16.864035087719298,11.732456140350877
navigator,69.47368421052632,56.71052631578947,63.66228070175438,55.0,62.34649122807018,58.00438596491228,68.97368421052632,57.56578947368421,62.87280701754386,56.38157894736842,64.40789473684211,59.24561403508772,48.95175438596491,38.90350877192982,42.675438596491226,39.25438596491228,51.62280701754386,46.14035087719298,17.63157894736842,15.197368421052632,15.175438596491228,15.328947368421053,25.04385964912281,19.49561403508772
negotiator,82.64473684210526,66.11842105263158,73.0701754385965,64.42105263157895,75.17543859649123,71.47368421052632,82.51754385964912,67.85087719298245,72.85087719298245,65.91228070175438,77.41228070175438,73.28508771929825,60.48245614035088,48.20175438596491,50.416666666666664,47.14912280701754,64.51754385964912,59.53947368421053,21.039473684210527,20.13157894736842,19.75877192982456,19.32017543859649,33.48684210526316,27.960526315789473
networker,68.70175438596492,53.1140350877193,64.27631578947368,52.69736842105263,60.921052631578945,58.48684210526316,71.89912280701755,55.78947368421053,64.75877192982456,57.01754385964912,66.51315789473684,63.21491228070175,56.54824561403509,42.34649122807018,47.06140350877193,42.280701754385966,58.68421052631579,54.583333333333336,20.403508771929825,16.842105263157894,18.267543859649123,17.346491228070175,30.723684210526315,26.337719298245613
newlywed,41.18859649122807,41.51315789473684,53.75,42.23684210526316,50.175438596491226,46.228070175438596,42.39035087719298,45.70175438596491,56.75438596491228,45.6578947368421,55.37280701754386,51.11842105263158,34.78947368421053,34.42982456140351,40.39473684210526,35.19736842105263,48.31140350877193,43.66228070175438,18.596491228070175,17.45614035087719,18.31140350877193,17.587719298245613,31.18421052631579,26.31578947368421
nomad,45.723684210526315,30.635964912280702,38.728070175438596,33.48684210526316,38.83771929824562,30.614035087719298,48.675438596491226,31.973684210526315,41.425438596491226,35.13157894736842,43.50877192982456,34.276315789473685,38.90350877192982,22.56578947368421,30.13157894736842,27.45614035087719,37.10526315789474,28.55263157894737,19.07894736842105,12.916666666666666,15.24561403508772,15.263157894736842,27.236842105263158,19.100877192982455
novelist,52.228070175438596,45.57017543859649,58.20175438596491,50.06578947368421,55.526315789473685,50.078947368421055,56.583333333333336,50.416666666666664,58.59649122807018,53.26754385964912,61.228070175438596,55.15350877192982,41.48245614035088,31.92982456140351,37.478070175438596,36.49122807017544,50.723684210526315,44.3859649122807,21.789473684210527,17.87280701754386,17.785087719298247,20.219298245614034,34.978070175438596,28.333333333333332
nutritionist,46.03508771929825,53.81578947368421,64.29824561403508,54.824561403508774,54.53947368421053,52.78508771929825,48.57017543859649,54.45175438596491,62.87280701754386,55.26315789473684,58.24561403508772,55.4078947368421,29.166666666666668,34.01315789473684,40.175438596491226,35.723684210526315,44.53947368421053,41.074561403508774,11.68859649122807,14.166666666666666,14.583333333333334,15.219298245614034,22.56578947368421,18.99122807017544
observer,77.16666666666667,42.01754385964912,57.45614035087719,45.19736842105263,51.75438596491228,45.021929824561404,75.68859649122807,42.74122807017544,56.25,46.55701754385965,55.46052631578947,48.1140350877193,50.824561403508774,26.030701754385966,36.973684210526315,31.842105263157894,45.021929824561404,37.01754385964912,15.789473684210526,11.008771929824562,13.793859649122806,13.530701754385966,22.80701754385965,16.92982456140351
optimist,78.89519650655022,49.585152838427945,66.63755458515284,60.93886462882096,63.10043668122271,57.5764192139738,80.29694323144105,51.11353711790393,66.5065502183406,61.4410480349345,66.2882096069869,60.30567685589519,69.25764192139738,44.38864628820961,50.43668122270742,50.17467248908297,64.27947598253274,57.06550218340611,22.49344978165939,19.30131004366812,17.729257641921397,20.436681222707424,33.44978165938865,27.685589519650655
oracle,44.333333333333336,22.916666666666668,33.04824561403509,27.587719298245613,37.280701754385966,23.31140350877193,47.73684210526316,25.67982456140351,35.78947368421053,31.07456140350877,42.30263157894737,26.644736842105264,47.223684210526315,23.837719298245613,30.13157894736842,29.276315789473685,41.16228070175438,27.19298245614035,13.93859649122807,8.135964912280702,8.925438596491228,10.06578947368421,17.719298245614034,9.736842105263158
organizer,75.87719298245614,63.31140350877193,70.48245614035088,61.271929824561404,66.95175438596492,63.99122807017544,75.09649122807018,65.04385964912281,68.7280701754386,62.34649122807018,70.04385964912281,66.16228070175438,48.01315789473684,44.14473684210526,46.00877192982456,42.87280701754386,56.030701754385966,51.776315789473685,14.692982456140351,17.36842105263158,16.79824561403509,17.36842105263158,25.54824561403509,21.469298245614034
orphan,45.219298245614034,31.42543859649123,42.21491228070175,33.66228070175438,36.51315789473684,31.776315789473685,48.54385964912281,35.70175438596491,45.89912280701754,38.026315789473685,41.00877192982456,36.31578947368421,43.04385964912281,26.732456140350877,34.60526315789474,29.473684210526315,36.60087719298246,31.82017543859649,24.87719298245614,14.539473684210526,17.149122807017545,16.05263157894737,24.18859649122807,19.736842105263158
pacifist,74.9298245614035,50.6578947368421,64.89035087719299,58.26754385964912,59.780701754385966,54.978070175438596,80.35087719298245,57.65350877192982,67.23684210526316,63.46491228070175,67.91666666666667,63.74122807017544,73.83771929824562,51.92982456140351,54.4078947368421,54.078947368421055,67.21491228070175,61.96491228070175,29.43859649122807,23.88157894736842,22.785087719298247,24.12280701754386,38.64035087719298,33.99122807017544
paramedic,49.64912280701754,39.780701754385966,48.969298245614034,40.08771929824562,43.66228070175438,39.60526315789474,50.9078947368421,42.12719298245614,50.89912280701754,42.43421052631579,46.9078947368421,42.675438596491226,34.89912280701754,27.25877192982456,35.723684210526315,29.56140350877193,38.46491228070175,33.37719298245614,17.280701754385966,13.947368421052632,16.096491228070175,14.758771929824562,22.236842105263158,17.5
parasite,20.535087719298247,14.035087719298245,26.68859649122807,18.640350877192983,13.37719298245614,10.197368421052632,23.17105263157895,14.56140350877193,28.464912280701753,19.736842105263158,14.429824561403509,10.99561403508772,16.416666666666668,8.596491228070175,20.54824561403509,14.714912280701755,11.842105263157896,8.486842105263158,11.666666666666666,5.6798245614035086,14.144736842105264,9.385964912280702,9.18859649122807,5.605263157894737
parent,56.48684210526316,39.3421052631579,48.39912280701754,34.32017543859649,45.76754385964912,39.780701754385966,59.3421052631579,41.53508771929825,50.26315789473684,37.34649122807018,50.67982456140351,44.29824561403509,48.04824561403509,31.271929824561404,36.60087719298246,28.859649122807017,44.69298245614035,39.12280701754386,23.837719298245613,18.223684210526315,18.399122807017545,16.49122807017544,31.75438596491228,25.43859649122807
patient,62.324561403508774,44.89035087719298,56.9078947368421,45.67982456140351,52.63157894736842,48.05263157894737,65.23684210526316,49.166666666666664,59.276315789473685,50.5921052631579,59.3859649122807,54.574561403508774,54.14473684210526,37.58771929824562,39.60526315789474,37.521929824561404,53.68421052631579,48.39912280701754,27.79824561403509,20.70175438596491,19.385964912280702,20.0,35.76754385964912,29.95614035087719
peacekeeper,86.05263157894737,55.81140350877193,65.50438596491227,56.973684210526315,66.79824561403508,61.11842105263158,87.0657894736842,59.473684210526315,66.8640350877193,60.35087719298246,70.74561403508773,65.6359649122807,70.85964912280701,47.675438596491226,49.93421052631579,47.58771929824562,64.01315789473684,57.89473684210526,23.81578947368421,21.99561403508772,19.583333333333332,21.337719298245613,34.05701754385965,28.157894736842106
perfectionist,70.87280701754386,48.1578947368421,63.17982456140351,51.35964912280702,48.1578947368421,45.39473684210526,69.09210526315789,49.01315789473684,62.21491228070175,52.89473684210526,52.719298245614034,49.03508771929825,47.6359649122807,33.88157894736842,42.36842105263158,37.36842105263158,44.166666666666664,39.62719298245614,11.425438596491228,12.697368421052632,15.109649122807017,14.364035087719298,20.021929824561404,15.833333333333334
pharmacist,60.20614035087719,55.6359649122807,63.90350877192982,55.14473684210526,57.41228070175438,54.771929824561404,61.81140350877193,59.23245614035088,64.80263157894737,58.07017543859649,62.34649122807018,59.75877192982456,39.03508771929825,37.43421052631579,42.083333333333336,39.05701754385965,48.333333333333336,44.46491228070175,13.530701754385966,15.350877192982455,16.359649122807017,15.899122807017545,23.57456140350877,19.62719298245614
philosopher,68.95196506550218,52.07423580786026,61.09170305676856,55.58951965065502,62.22707423580786,54.7292576419214,71.07423580786026,51.09170305676856,59.03930131004367,55.1528384279476,64.34497816593887,56.048034934497814,51.92576419213974,33.5589519650655,40.17467248908297,38.53711790393013,53.995633187772924,45.043668122270745,20.17467248908297,16.09170305676856,20.0,20.021834061135372,30.76419213973799,24.170305676855897
photographer,38.87719298245614,46.25,55.0,49.45175438596491,53.771929824561404,49.3859649122807,40.62719298245614,48.728070175438596,55.85526315789474,50.70175438596491,57.74122807017544,52.93859649122807,28.42105263157895,34.824561403508774,39.53947368421053,37.74122807017544,51.776315789473685,45.78947368421053,12.543859649122806,15.021929824561404,13.991228070175438,16.162280701754387,28.859649122807017,23.289473684210527
physicist,42.00438596491228,54.42982456140351,60.833333333333336,53.55263157894737,55.26315789473684,50.96491228070175,40.771929824561404,52.03947368421053,57.87280701754386,51.973684210526315,56.68859649122807,51.06578947368421,27.214912280701753,31.00877192982456,36.79824561403509,33.85964912280702,43.026315789473685,36.92982456140351,12.346491228070175,12.763157894736842,13.157894736842104,14.517543859649123,21.732456140350877,16.710526315789473
pilgrim,39.81140350877193,28.267543859649123,39.276315789473685,33.1578947368421,36.16228070175438,27.982456140350877,45.57017543859649,33.421052631578945,42.89473684210526,39.078947368421055,43.1578947368421,34.21052631578947,46.14912280701754,27.236842105263158,33.530701754385966,31.337719298245613,41.68859649122807,31.99561403508772,18.44298245614035,12.894736842105264,14.429824561403509,15.021929824561404,24.05701754385965,17.36842105263158
pilot,47.94736842105263,32.58771929824562,42.5,33.00438596491228,43.55263157894737,35.67982456140351,49.280701754385966,32.25877192982456,44.166666666666664,33.79385964912281,45.94298245614035,37.58771929824562,34.583333333333336,20.614035087719298,30.54824561403509,24.232456140350877,38.64035087719298,30.899122807017545,15.767543859649123,9.298245614035087,14.276315789473685,10.570175438596491,20.723684210526315,14.714912280701755
pirate,16.114035087719298,6.5131578947368425,4.978070175438597,7.850877192982456,28.859649122807017,12.850877192982455,19.05701754385965,7.214912280701754,5.109649122807017,9.232456140350877,33.70614035087719,17.67543859649123,17.42105263157895,6.798245614035087,4.850877192982456,8.092105263157896,36.99561403508772,18.640350877192983,10.043859649122806,3.2017543859649122,2.574561403508772,4.114035087719298,27.67543859649123,11.359649122807017
planner,83.50438596491227,68.00438596491227,73.44298245614036,66.35964912280701,74.12280701754386,71.29385964912281,81.56140350877193,67.58771929824562,72.00877192982456,66.66666666666667,74.18859649122807,71.86842105263158,55.51754385964912,45.54824561403509,46.35964912280702,45.6578947368421,58.70614035087719,53.79385964912281,15.87719298245614,17.149122807017545,16.732456140350877,18.55263157894737,26.776315789473685,22.17105263157895
playwright,47.17982456140351,43.28947368421053,54.05701754385965,46.05263157894737,51.16228070175438,46.16228070175438,48.60087719298246,44.473684210526315,53.55263157894737,48.333333333333336,54.89035087719298,49.12280701754386,38.1140350877193,29.232456140350877,36.68859649122807,33.35526315789474,45.39473684210526,38.89473684210526,14.385964912280702,14.210526315789474,15.153508771929825,16.57894736842105,25.92105263157895,19.95614035087719
podcaster,68.60526315789474,59.3859649122807,67.21491228070175,59.93421052631579,70.0,66.55701754385964,69.07456140350877,60.24122807017544,67.21491228070175,61.425438596491226,72.87280701754386,69.30263157894737,49.19298245614035,42.10526315789474,44.86842105263158,43.0921052631579,61.79824561403509,56.99561403508772,17.5,20.285087719298247,19.210526315789473,20.416666666666668,36.776315789473685,31.140350877192983
poet,43.583333333333336,29.69298245614035,41.75438596491228,41.51315789473684,47.60964912280702,38.771929824561404,51.99561403508772,37.34649122807018,46.49122807017544,47.80701754385965,56.33771929824562,47.96052631578947,60.25438596491228,41.75438596491228,44.3859649122807,48.17982456140351,59.32017543859649,51.07017543859649,12.657894736842104,9.276315789473685,7.894736842105263,11.578947368421053,14.736842105263158,10.074561403508772
polymath,85.3859649122807,73.6842105263158,76.95175438596492,73.85964912280701,80.19736842105263,77.17543859649123,83.70175438596492,72.45614035087719,74.64912280701755,72.03070175438596,80.65789473684211,77.04824561403508,55.50877192982456,50.35087719298246,49.95614035087719,51.44736842105263,66.51315789473684,61.11842105263158,14.473684210526315,19.12280701754386,16.513157894736842,19.82456140350877,30.614035087719298,25.482456140350877
pragmatist,75.10480349344978,54.366812227074234,63.18777292576419,56.069868995633186,57.07423580786026,52.314410480349345,75.24454148471615,57.92576419213974,62.64192139737991,59.1703056768559,60.9825327510917,56.004366812227076,57.0,46.004366812227076,49.27947598253275,46.09170305676856,54.60698689956332,48.799126637554586,20.502183406113538,20.0,20.69868995633188,21.200873362445414,30.41484716157205,24.62008733624454
predator,14.56578947368421,9.605263157894736,17.785087719298247,13.048245614035087,13.267543859649123,8.464912280701755,15.030701754385966,10.307017543859649,18.355263157894736,13.289473684210526,15.416666666666666,9.144736842105264,12.583333333333334,5.9868421052631575,15.43859649122807,9.780701754385966,12.719298245614034,7.105263157894737,7.5,3.0701754385964914,9.978070175438596,5.614035087719298,7.728070175438597,3.4078947368421053
presenter,75.9342105263158,59.53947368421053,70.87719298245614,61.60087719298246,74.18859649122807,70.74561403508773,73.78070175438596,58.1578947368421,68.83771929824562,59.84649122807018,73.8157894736842,70.26315789473684,45.473684210526315,38.026315789473685,45.6140350877193,39.71491228070175,58.925438596491226,53.90350877192982,15.0,15.43859649122807,17.0,16.86842105263158,28.70614035087719,23.55263157894737
prey,33.95614035087719,14.583333333333334,26.99561403508772,20.723684210526315,14.978070175438596,12.43421052631579,35.73684210526316,15.350877192982455,30.635964912280702,22.719298245614034,17.083333333333332,13.925438596491228,32.84649122807018,13.201754385964913,26.403508771929825,19.342105263157894,17.478070175438596,13.662280701754385,22.083333333333332,8.464912280701755,15.592105263157896,12.587719298245615,15.087719298245615,10.592105263157896
prisoner,28.24561403508772,15.592105263157896,21.271929824561404,16.68859649122807,22.653508771929825,14.978070175438596,30.140350877192983,17.478070175438596,23.57456140350877,18.75,25.54824561403509,17.30263157894737,24.280701754385966,13.026315789473685,18.68421052631579,13.618421052631579,21.95175438596491,14.758771929824562,16.359649122807017,7.587719298245614,9.912280701754385,7.894736842105263,15.460526315789474,8.903508771929825
procrastinator,38.37719298245614,19.385964912280702,27.36842105263158,25.964912280701753,18.81578947368421,17.214912280701753,43.62719298245614,22.82894736842105,31.337719298245613,28.771929824561404,23.79385964912281,22.149122807017545,52.074561403508774,20.17543859649123,24.80263157894737,25.855263157894736,27.74122807017544,23.61842105263158,46.921052631578945,21.776315789473685,20.614035087719298,24.07894736842105,31.07456140350877,25.92105263157895
prodigy,13.81578947368421,48.55263157894737,62.25877192982456,48.79385964912281,55.37280701754386,51.921052631578945,13.81578947368421,50.87719298245614,63.04824561403509,51.05263157894737,60.5921052631579,56.469298245614034,13.81578947368421,31.337719298245613,40.98684210526316,34.56140350877193,45.50438596491228,40.6359649122807,13.81578947368421,11.885964912280702,15.50438596491228,13.333333333333334,20.289473684210527,16.49122807017544
producer,70.46929824561404,60.74561403508772,67.82894736842105,59.53947368421053,67.89473684210526,64.51754385964912,70.86842105263158,61.71052631578947,66.95175438596492,60.28508771929825,71.00877192982456,67.43859649122807,49.3421052631579,45.5921052631579,47.324561403508774,44.14473684210526,59.64912280701754,55.08771929824562,15.679824561403509,16.140350877192983,15.942982456140351,16.600877192982455,26.38157894736842,21.907894736842106
programmer,17.346491228070175,67.30263157894737,71.78947368421052,66.20614035087719,72.21491228070175,68.82894736842105,17.346491228070175,67.93859649122807,70.98684210526316,65.76754385964912,73.1140350877193,69.70175438596492,17.346491228070175,46.14035087719298,46.60087719298246,45.46052631578947,59.75877192982456,55.13157894736842,17.346491228070175,19.25438596491228,18.776315789473685,20.79385964912281,31.04385964912281,26.42982456140351
proofreader,49.73684210526316,54.276315789473685,60.28508771929825,52.030701754385966,56.30263157894737,52.78508771929825,52.416666666666664,56.25,60.19736842105263,53.421052631578945,61.18421052631579,56.51315789473684,32.54385964912281,35.06578947368421,38.07017543859649,34.978070175438596,45.5921052631579,41.175438596491226,5.504385964912281,8.706140350877194,8.640350877192983,9.539473684210526,14.232456140350877,10.81140350877193
prophet,42.28508771929825,26.62280701754386,40.26315789473684,30.94298245614035,35.328947368421055,25.87719298245614,46.82017543859649,30.986842105263158,42.280701754385966,35.0,41.38157894736842,31.38157894736842,43.74561403508772,25.394736842105264,33.421052631578945,30.70175438596491,39.23245614035088,28.75,13.114035087719298,10.087719298245615,11.864035087719298,11.929824561403509,18.355263157894736,11.578947368421053
provincial,44.828947368421055,32.21491228070175,32.63157894736842,30.526315789473685,44.42982456140351,35.81140350877193,50.21052631578947,36.578947368421055,36.33771929824562,34.078947368421055,51.030701754385966,41.92982456140351,50.31140350877193,31.25,30.70175438596491,30.460526315789473,50.5921052631579,41.05263157894737,22.93859649122807,15.50438596491228,15.43859649122807,16.20614035087719,33.00438596491228,26.403508771929825
provocateur,33.09649122807018,13.289473684210526,30.32894736842105,18.92543859649123,21.030701754385966,14.539473684210526,36.719298245614034,15.263157894736842,32.30263157894737,21.79824561403509,24.32017543859649,17.236842105263158,38.15350877192982,13.771929824561404,25.394736842105264,18.20175438596491,27.45614035087719,19.55263157894737,15.986842105263158,8.289473684210526,12.346491228070175,9.890350877192983,18.662280701754387,12.390350877192983
psychologist,18.596491228070175,60.57017543859649,70.98684210526316,63.1359649122807,68.64035087719299,66.37280701754386,18.596491228070175,60.416666666666664,68.8157894736842,64.05701754385964,70.74561403508773,68.16228070175438,18.596491228070175,40.6359649122807,45.48245614035088,42.19298245614035,57.03947368421053,52.324561403508774,18.596491228070175,16.31578947368421,18.70614035087719,17.93859649122807,28.355263157894736,23.79385964912281
publisher,55.98245614035088,55.04385964912281,62.80701754385965,54.73684210526316,63.20175438596491,59.223684210526315,55.62719298245614,53.530701754385966,60.921052631578945,53.70614035087719,62.45614035087719,58.50877192982456,40.04385964912281,36.20614035087719,41.11842105263158,37.01754385964912,51.09649122807018,45.78947368421053,12.105263157894736,12.719298245614034,13.68421052631579,13.24561403508772,21.359649122807017,16.82017543859649
purist,62.8421052631579,41.074561403508774,56.33771929824562,44.80263157894737,42.34649122807018,36.78947368421053,65.5701754385965,46.55701754385965,58.026315789473685,49.780701754385966,48.90350877192982,43.23684210526316,59.0,37.87280701754386,43.925438596491226,40.13157894736842,47.85087719298246,41.00877192982456,22.19298245614035,17.785087719298247,20.74561403508772,19.75877192982456,28.00438596491228,23.728070175438596
realist,18.837719298245613,58.20175438596491,66.38157894736842,60.5921052631579,62.89473684210526,59.14473684210526,18.837719298245613,60.526315789473685,66.51315789473684,61.44736842105263,65.71491228070175,60.89912280701754,18.837719298245613,47.78508771929825,49.91228070175438,48.0921052631579,58.1140350877193,52.95175438596491,18.837719298245613,20.87719298245614,19.364035087719298,21.403508771929825,32.60964912280702,26.600877192982455
rebel,37.70175438596491,16.359649122807017,31.513157894736842,21.644736842105264,21.776315789473685,15.921052631578947,41.87719298245614,18.355263157894736,33.66228070175438,24.473684210526315,26.403508771929825,19.62719298245614,46.223684210526315,16.55701754385965,28.07017543859649,21.842105263157894,28.114035087719298,21.535087719298247,17.82017543859649,9.49561403508772,13.881578947368421,12.083333333333334,20.855263157894736,15.570175438596491
recruiter,62.728070175438596,58.00438596491228,66.64473684210526,56.30701754385965,64.29824561403508,62.70614035087719,64.4780701754386,58.17982456140351,65.41666666666667,57.74122807017544,67.16228070175438,63.69736842105263,45.0,40.0,44.166666666666664,39.671052631578945,54.42982456140351,50.15350877192982,15.855263157894736,16.228070175438596,16.68859649122807,16.55701754385965,26.710526315789473,22.280701754385966
refugee,31.228070175438596,33.07017543859649,41.62280701754386,35.723684210526315,35.723684210526315,32.280701754385966,33.91228070175438,37.01754385964912,46.82017543859649,39.671052631578945,42.87280701754386,39.05701754385965,30.109649122807017,27.587719298245613,35.5921052631579,31.271929824561404,38.66228070175438,33.574561403508774,20.842105263157894,15.43859649122807,17.56578947368421,16.666666666666668,24.05701754385965,19.385964912280702
reporter,61.925438596491226,32.23684210526316,45.35087719298246,37.06140350877193,47.828947368421055,43.574561403508774,62.88157894736842,32.324561403508774,47.12719298245614,38.55263157894737,51.05263157894737,45.81140350877193,40.73245614035088,19.210526315789473,30.657894736842106,25.50438596491228,41.51315789473684,35.96491228070175,13.092105263157896,8.508771929824562,12.763157894736842,10.592105263157896,21.29385964912281,16.732456140350877
