O*NET-SOC Code	Task ID	Task	Task Type	Incumbents Responding	Date	Domain Source
33-2021.00	23007	Attend training classes to maintain current knowledge of fire prevention, safety, and firefighting procedures.	Core	82.0	08/2022	Incumbent
33-2022.00	11102	Relay messages about emergencies, accidents, locations of crew and personnel, and fire hazard conditions.	Core	57.0	08/2019	Incumbent
33-2022.00	21143	Conduct wildland firefighting training.	Core	57.0	08/2019	Incumbent
33-2022.00	11104	Estimate sizes and characteristics of fires, and report findings to base camps by radio or telephone.	Core	57.0	08/2019	Incumbent
33-2022.00	11103	Direct crews working on firelines during forest fires.	Core	57.0	08/2019	Incumbent
33-2022.00	11107	Locate forest fires on area maps, using azimuth sighters and known landmarks.	Core	57.0	08/2019	Incumbent
33-2022.00	11106	Extinguish smaller fires with portable extinguishers, shovels, and axes.	Core	57.0	08/2019	Incumbent
33-2022.00	11112	Patrol assigned areas, looking for forest fires, hazardous conditions, and weather phenomena.	Core	57.0	08/2019	Incumbent
33-2022.00	11113	Compile and report meteorological data, such as temperature, relative humidity, wind direction and velocity, and types of cloud formations.	Core	57.0	08/2019	Incumbent
33-2022.00	11109	Examine and inventory firefighting equipment, such as axes, fire hoses, shovels, pumps, buckets, and fire extinguishers, to determine amount and condition.	Core	57.0	08/2019	Incumbent
33-2022.00	21144	Educate the public about fire safety and prevention.	Core	57.0	08/2019	Incumbent
33-3011.00	20123	Screen persons entering courthouse using magnetometers, x-ray machines, and other devices to collect and retain unauthorized firearms and other contraband.	Core	52.0	08/2020	Incumbent
33-3011.00	20127	Escort prisoners to and from courthouse and maintain custody of prisoners during court proceedings.	Core	51.0	08/2020	Incumbent
33-3011.00	2091	Maintain order in courtroom during trial and guard jury from outside contact.	Core	52.0	08/2020	Incumbent
33-3011.00	20124	Provide security by patrolling interior and exterior of courthouse and escorting judges and other court employees.	Core	51.0	08/2020	Incumbent
33-3011.00	2092	Guard lodging of sequestered jury.	Core	51.0	08/2020	Incumbent
33-3011.00	2094	Enforce courtroom rules of behavior and warn persons not to smoke or disturb court procedure.	Core	51.0	08/2020	Incumbent
33-3011.00	21197	Arrest persons in court when arrest warrants have been issued.	Core	51.0	08/2020	Incumbent
33-3011.00	2095	Report need for police or medical assistance to sheriff's office.	Core	51.0	08/2020	Incumbent
33-3011.00	21198	Provide assistance to the public, such as directions to court offices.	Core	52.0	08/2020	Incumbent
33-3011.00	2097	Announce entrance of judge.	Core	51.0	08/2020	Incumbent
33-3012.00	15252	Conduct head counts to ensure that each prisoner is present.	Core	81.0	08/2023	Incumbent
33-3012.00	15254	Inspect conditions of locks, window bars, grills, doors, and gates at correctional facilities to ensure security and help prevent escapes.	Core	81.0	08/2023	Incumbent
33-3012.00	15253	Monitor conduct of prisoners in housing unit, or during work or recreational activities, according to established policies, regulations, and procedures, to prevent escape or violence.	Core	81.0	08/2023	Incumbent
33-3012.00	15256	Search prisoners and vehicles and conduct shakedowns of cells for valuables and contraband, such as weapons or drugs.	Core	81.0	08/2023	Incumbent
33-3012.00	15255	Record information, such as prisoner identification, charges, and incidents of inmate disturbance, keeping daily logs of prisoner activities.	Core	81.0	08/2023	Incumbent
33-3012.00	2107	Use weapons, handcuffs, and physical force to maintain discipline and order among prisoners.	Core	81.0	08/2023	Incumbent
33-3012.00	15261	Use nondisciplinary tools and equipment, such as a computer.	Core	81.0	08/2023	Incumbent
33-3012.00	2108	Conduct fire, safety, and sanitation inspections.	Core	81.0	08/2023	Incumbent
33-3012.00	15258	Participate in required job training.	Core	80.0	08/2023	Incumbent
33-3012.00	2109	Provide to supervisors oral and written reports of the quality and quantity of work performed by inmates, inmate disturbances and rule violations, and unusual occurrences.	Core	80.0	08/2023	Incumbent
33-3021.00	23022	Obtain facts or statements from complainants, witnesses, and accused persons and record interviews, using recording device.	Core	155.0	08/2022	Incumbent
33-3021.00	23024	Record progress of investigation, maintain informational files on suspects, and submit reports to commanding officer or magistrate to authorize warrants.	Core	154.0	08/2022	Incumbent
33-3021.00	23029	Prepare reports that detail investigation findings.	Core	87.0	08/2022	Incumbent
33-3021.00	23025	Prepare charges or responses to charges, or information for court cases, according to formalized procedures.	Core	154.0	08/2022	Incumbent
33-3021.00	23027	Obtain summary of incident from officer in charge at crime scene, taking care to avoid disturbing evidence.	Core	155.0	08/2022	Incumbent
33-3021.00	23030	Examine records and governmental agency files to find identifying data about suspects.	Core	154.0	08/2022	Incumbent
33-3021.00	23050	Examine records to locate links in chains of evidence or information.	Core	86.0	08/2022	Incumbent
33-3021.00	23035	Prepare and serve search and arrest warrants.	Core	155.0	08/2022	Incumbent
33-3021.00	23036	Question individuals or observe persons and establishments to confirm information given to patrol officers.	Core	153.0	08/2022	Incumbent
33-3021.00	23034	Obtain and verify evidence by interviewing and observing suspects and witnesses or by analyzing records.	Core	87.0	08/2022	Incumbent
33-3021.02	2120	Photograph crime or accident scenes for evidence records.	Core	65.0	08/2025	Incumbent
33-3021.02	18708	Maintain records of evidence and write and review reports.	Core	65.0	08/2025	Incumbent
33-3021.02	18709	Submit evidence to supervisors, crime labs, or court officials for legal proceedings.	Core	65.0	08/2025	Incumbent
33-3021.02	2121	Testify in court and present evidence.	Core	65.0	08/2025	Incumbent
33-3021.02	2123	Look for trace evidence, such as fingerprints, hairs, fibers, or shoe impressions, using alternative light sources when necessary.	Core	65.0	08/2025	Incumbent
33-3021.02	2122	Dust selected areas of crime scene and lift latent fingerprints, adhering to proper preservation procedures.	Core	65.0	08/2025	Incumbent
33-3021.02	21036	Analyze and process evidence at crime scenes, during autopsies, or in the laboratory, wearing protective equipment and using powders and chemicals.	Core	65.0	08/2025	Incumbent
33-3021.02	2125	Package, store and retrieve evidence.	Core	65.0	08/2025	Incumbent
33-3021.02	2129	Process film and prints from crime or accident scenes.	Core	65.0	08/2025	Incumbent
33-3021.02	24007	Take fingerprints.	Core	65.0	08/2025	Incumbent
33-3031.00	7915	Patrol assigned areas by car, boat, airplane, horse, or on foot to enforce game, fish, or boating laws or to manage wildlife programs, lakes, or land.	Core	103.0	07/2014	Incumbent
33-3031.00	20582	Compile and present evidence for court actions.	Core	103.0	07/2014	Incumbent
33-3031.00	20583	Investigate hunting accidents or reports of fish or game law violations.	Core	103.0	07/2014	Incumbent
33-3031.00	7918	Protect and preserve native wildlife, plants, or ecosystems.	Core	102.0	07/2014	Incumbent
33-3031.00	20584	Issue warnings or citations and file reports as necessary.	Core	103.0	07/2014	Incumbent
33-3031.00	20585	Serve warrants and make arrests.	Core	103.0	07/2014	Incumbent
33-3031.00	7921	Provide assistance to other local law enforcement agencies as required.	Core	103.0	07/2014	Incumbent
33-3031.00	20587	Arrange for disposition of fish or game illegally taken or possessed.	Core	103.0	07/2014	Incumbent
33-3031.00	20588	Seize equipment used in fish and game law violations.	Core	103.0	07/2014	Incumbent
33-3031.00	7922	Address schools, civic groups, sporting clubs, or the media to disseminate information concerning wildlife conservation and regulations.	Core	103.0	07/2014	Incumbent
33-3041.00	7935	Patrol an assigned area by vehicle or on foot to ensure public compliance with existing parking ordinance.	Core	84.0	07/2016	Incumbent
33-3041.00	7937	Write warnings and citations for illegally parked vehicles.	Core	84.0	07/2016	Incumbent
33-3041.00	7945	Maintain assigned equipment and supplies, such as hand-held citation computers, citation books, rain gear, tire-marking chalk, and street cones.	Core	83.0	07/2016	Incumbent
33-3041.00	7939	Respond to and make radio dispatch calls regarding parking violations and complaints.	Core	84.0	07/2016	Incumbent
33-3041.00	7936	Maintain close communications with dispatching personnel, using two-way radios or cell phones.	Core	84.0	07/2016	Incumbent
33-3041.00	7942	Perform simple vehicle maintenance procedures, such as checking oil and gas, and report mechanical problems to supervisors.	Core	84.0	07/2016	Incumbent
33-3041.00	7943	Observe and report hazardous conditions, such as missing traffic signals or signs, and street markings that need to be repainted.	Core	84.0	07/2016	Incumbent
33-3041.00	7941	Identify vehicles in violation of parking codes, checking with dispatchers when necessary to confirm identities or to determine whether vehicles need to be booted or towed.	Core	84.0	07/2016	Incumbent
33-3041.00	7948	Make arrangements for illegally parked or abandoned vehicles to be towed, and direct tow-truck drivers to the correct vehicles.	Core	84.0	07/2016	Incumbent
33-3041.00	7946	Provide information to the public regarding parking regulations and facilities, and the location of streets, buildings and points of interest.	Core	84.0	07/2016	Incumbent
33-3051.00	23051	Identify, pursue, and arrest suspects and perpetrators of criminal acts.	Core	129.0	08/2022	Incumbent
33-3051.00	23052	Provide for public safety by maintaining order, responding to emergencies, protecting people and property, enforcing motor vehicle and criminal laws, and promoting good community relations.	Core	129.0	08/2022	Incumbent
33-3051.00	23053	Record facts to prepare reports that document incidents and activities.	Core	129.0	08/2022	Incumbent
33-3051.00	23054	Render aid to accident survivors and other persons requiring first aid for physical injuries.	Core	129.0	08/2022	Incumbent
33-3051.00	23056	Review facts of incidents to determine if criminal act or statute violations were involved.	Core	129.0	08/2022	Incumbent
33-3051.00	23055	Investigate illegal or suspicious activities.	Core	82.0	08/2022	Incumbent
33-3051.00	23057	Monitor, note, report, and investigate suspicious persons and situations, safety hazards, and unusual or illegal activity in patrol area.	Core	129.0	08/2022	Incumbent
33-3051.00	23058	Testify in court to present evidence or act as witness in traffic and criminal cases.	Core	128.0	08/2022	Incumbent
33-3051.00	23060	Monitor traffic to ensure motorists observe traffic regulations and exhibit safe driving procedures.	Core	129.0	08/2022	Incumbent
33-3051.00	23063	Photograph or draw diagrams of crime or accident scenes and interview principals and eyewitnesses.	Core	129.0	08/2022	Incumbent
33-3051.04	9450	Examine immigration applications, visas, and passports and interview persons to determine eligibility for admission, residence, and travel in the U.S.	Core	82.0	07/2012	Incumbent
33-3051.04	9451	Detain persons found to be in violation of customs or immigration laws and arrange for legal action, such as deportation.	Core	82.0	07/2012	Incumbent
33-3051.04	9454	Inspect cargo, baggage, and personal articles entering or leaving U.S. for compliance with revenue laws and U.S. customs regulations.	Core	82.0	07/2012	Incumbent
33-3051.04	9452	Locate and seize contraband, undeclared merchandise, and vehicles, aircraft, or boats that contain such merchandise.	Core	82.0	07/2012	Incumbent
33-3051.04	9453	Interpret and explain laws and regulations to travelers, prospective immigrants, shippers, and manufacturers.	Core	82.0	07/2012	Incumbent
33-3051.04	9456	Institute civil and criminal prosecutions and cooperate with other law enforcement agencies in the investigation and prosecution of those in violation of immigration or customs laws.	Core	82.0	07/2012	Incumbent
33-3051.04	9457	Testify regarding decisions at immigration appeals or in federal court.	Core	81.0	07/2012	Incumbent
33-3051.04	9455	Record and report job-related activities, findings, transactions, violations, discrepancies, and decisions.	Core	81.0	07/2012	Incumbent
33-3051.04	9458	Determine duty and taxes to be paid on goods.	Core	82.0	07/2012	Incumbent
33-3051.04	9459	Collect samples of merchandise for examination, appraisal, or testing.	Core	82.0	07/2012	Incumbent
33-3052.00	9478	Prepare reports documenting investigation activities and results.	Core	94.0	07/2017	Incumbent
33-3052.00	21002	Monitor transit areas and conduct security checks to protect railroad properties, patrons, and employees.	Core	94.0	07/2017	Incumbent
33-3052.00	9477	Apprehend or remove trespassers or thieves from railroad property or coordinate with law enforcement agencies in apprehensions and removals.	Core	94.0	07/2017	Incumbent
33-3052.00	9480	Direct security activities at derailments, fires, floods, or strikes involving railroad property.	Core	94.0	07/2017	Incumbent
33-3052.00	9475	Patrol railroad yards, cars, stations, or other facilities to protect company property or shipments and to maintain order.	Core	94.0	07/2017	Incumbent
33-3052.00	9479	Investigate or direct investigations of freight theft, suspicious damage or loss of passengers' valuables, or other crimes on railroad property.	Core	93.0	07/2017	Incumbent
33-3052.00	9476	Examine credentials of unauthorized persons attempting to enter secured areas.	Core	93.0	07/2017	Incumbent
33-3052.00	21003	Enforce traffic laws regarding the transit system and reprimand individuals who violate them.	Core	94.0	07/2017	Incumbent
33-3052.00	21004	Provide training to the public or law enforcement personnel in railroad safety or security.	Core	94.0	07/2017	Incumbent
33-9021.00	13095	Write reports or case summaries to document investigations.	Core	90.0	07/2015	Incumbent
33-9021.00	13099	Conduct private investigations on a paid basis.	Core	90.0	07/2015	Incumbent
33-9021.00	13096	Search computer databases, credit reports, public records, tax or legal filings, or other resources to locate persons or to compile information for investigations.	Core	89.0	07/2015	Incumbent
33-9021.00	20758	Conduct personal background investigations, such as pre-employment checks, to obtain information about an individual's character, financial status, or personal history.	Core	90.0	07/2015	Incumbent
33-9021.00	13106	Expose fraudulent insurance claims or stolen funds.	Core	88.0	07/2015	Incumbent
33-9021.00	13097	Obtain and analyze information on suspects, crimes, or disturbances to solve cases, to identify criminal activity, or to gather information for court cases.	Core	90.0	07/2015	Incumbent
33-9021.00	13100	Testify at hearings or court trials to present evidence.	Core	90.0	07/2015	Incumbent
33-9021.00	13101	Question persons to obtain evidence for cases of divorce, child custody, or missing persons or information about individuals' character or financial status.	Core	90.0	07/2015	Incumbent
33-9021.00	13102	Observe and document activities of individuals to detect unlawful acts or to obtain evidence for cases, using binoculars and still or video cameras.	Core	90.0	07/2015	Incumbent
33-9021.00	13107	Confer with establishment officials, security departments, police, or postal officials to identify problems, provide information, or receive instructions.	Core	90.0	07/2015	Incumbent
33-9031.00	4409	Monitor establishment activities to ensure adherence to all state gaming regulations and company policies and procedures.	Core	91.0	08/2019	Incumbent
33-9031.00	4407	Observe casino or casino hotel operations for irregular activities, such as cheating or theft by employees or patrons, using audio and video equipment and one-way mirrors.	Core	90.0	08/2019	Incumbent
33-9031.00	4408	Report all violations and suspicious behaviors to supervisors, verbally or in writing.	Core	90.0	08/2019	Incumbent
33-9031.00	21145	Develop and maintain log of surveillance observations.	Core	91.0	08/2019	Incumbent
33-9031.00	21146	Inspect and monitor audio or video surveillance equipment to ensure it is working appropriately.	Core	91.0	08/2019	Incumbent
33-9031.00	21147	Review video surveillance footage.	Core	91.0	08/2019	Incumbent
33-9031.00	4410	Act as oversight or security agents for management or customers.	Core	91.0	08/2019	Incumbent
33-9031.00	4411	Supervise or train surveillance observers.	Core	90.0	08/2019	Incumbent
33-9032.00	20894	Lock doors and gates of entrances and exits to secure buildings.	Core	52.0	08/2023	Incumbent
33-9032.00	2131	Patrol industrial or commercial premises to prevent and detect signs of intrusion and ensure security of doors, windows, and gates.	Core	53.0	08/2023	Incumbent
33-9032.00	20895	Respond to medical emergencies by administering basic first aid or by obtaining assistance from paramedics.	Core	53.0	08/2023	Incumbent
33-9032.00	2132	Answer alarms and investigate disturbances.	Core	53.0	08/2023	Incumbent
33-9032.00	2136	Circulate among visitors, patrons, or employees to preserve order and protect property.	Core	53.0	08/2023	Incumbent
33-9032.00	2133	Monitor and authorize entrance and departure of employees, visitors, and other persons to guard against theft and maintain security of premises.	Core	52.0	08/2023	Incumbent
33-9032.00	2134	Write reports of daily activities and irregularities, such as equipment or property damage, theft, presence of unauthorized persons, or unusual occurrences.	Core	53.0	08/2023	Incumbent
33-9032.00	2138	Warn persons of rule infractions or violations, and apprehend or evict violators from premises, using force when necessary.	Core	52.0	08/2023	Incumbent
33-9032.00	2137	Answer telephone calls to take messages, answer questions, and provide information during non-business hours or when switchboard is closed.	Core	52.0	08/2023	Incumbent
33-9032.00	2135	Call police or fire departments in cases of emergency, such as fire or presence of unauthorized persons.	Core	53.0	08/2023	Incumbent
33-9091.00	11117	Direct or escort pedestrians across streets, stopping traffic, as necessary.	Core	99.0	07/2016	Incumbent
33-9091.00	11118	Guide or control vehicular or pedestrian traffic at such places as street and railroad crossings and construction sites.	Core	100.0	07/2016	Incumbent
33-9091.00	11116	Monitor traffic flow to locate safe gaps through which pedestrians can cross streets.	Core	100.0	07/2016	Incumbent
33-9091.00	11119	Communicate traffic and crossing rules and other information to students and adults.	Core	102.0	07/2016	Incumbent
33-9091.00	11122	Direct traffic movement or warn of hazards, using signs, flags, lanterns, and hand signals.	Core	100.0	07/2016	Incumbent
33-9091.00	11120	Report unsafe behavior of children to school officials.	Core	99.0	07/2016	Incumbent
33-9091.00	11121	Record license numbers of vehicles disregarding traffic signals, and report infractions to appropriate authorities.	Core	101.0	07/2016	Incumbent
33-9092.00	5041	Patrol or monitor recreational areas, such as trails, slopes, or swimming areas, on foot, in vehicles, or from towers.	Core	97.0	08/2020	Incumbent
33-9092.00	5039	Rescue distressed persons, using rescue techniques and equipment.	Core	97.0	08/2020	Incumbent
33-9092.00	5040	Contact emergency medical personnel in case of serious injury.	Core	96.0	08/2020	Incumbent
33-9092.00	5042	Examine injured persons and administer first aid or cardiopulmonary resuscitation, if necessary, using training and medical supplies and equipment.	Core	97.0	08/2020	Incumbent
33-9092.00	5044	Warn recreational participants of inclement weather, unsafe areas, or illegal conduct.	Core	97.0	08/2020	Incumbent
33-9092.00	20129	Maintain quality of pool water by testing chemical levels.	Core	97.0	08/2020	Incumbent
33-9092.00	5045	Complete and maintain records of weather and beach conditions, emergency medical treatments performed, and other relevant incident information.	Core	97.0	08/2020	Incumbent
33-9092.00	5043	Instruct participants in skiing, swimming, or other recreational activities and provide safety precaution information.	Core	96.0	08/2020	Incumbent
33-9092.00	5046	Inspect recreational equipment, such as rope tows, T-bars, J-bars, or chair lifts, for safety hazards and damage or wear.	Core	96.0	08/2020	Incumbent
33-9092.00	5048	Inspect recreational facilities for cleanliness.	Core	95.0	08/2020	Incumbent
33-9099.02	17561	Investigate known or suspected internal theft, external theft, or vendor fraud.	Core	81.0	07/2014	Incumbent
33-9099.02	17560	Implement or monitor processes to reduce property or financial losses.	Core	80.0	07/2014	Incumbent
33-9099.02	17565	Identify and report merchandise or stock shortages.	Core	84.0	07/2014	Incumbent
33-9099.02	17567	Maintain documentation or reports on security-related incidents or investigations.	Core	81.0	07/2014	Incumbent
33-9099.02	17575	Apprehend shoplifters in accordance with guidelines.	Core	84.0	07/2014	Incumbent
33-9099.02	17573	Verify proper functioning of physical security systems, such as closed-circuit televisions, alarms, sensor tag systems, or locks.	Core	81.0	07/2014	Incumbent
33-9099.02	17578	Identify and report safety concerns to maintain a safe shopping and working environment.	Core	84.0	07/2014	Incumbent
33-9099.02	17563	Conduct store audits to identify problem areas or procedural deficiencies.	Core	84.0	07/2014	Incumbent
33-9099.02	17568	Monitor compliance with standard operating procedures for loss prevention, physical security, or risk management.	Core	81.0	07/2014	Incumbent
33-9099.02	17566	Inspect buildings, equipment, or access points to determine security risks.	Core	81.0	07/2014	Incumbent
35-1012.00	2145	Resolve customer complaints regarding food service.	Core	74.0	08/2025	Incumbent
35-1012.00	2146	Train workers in food preparation, and in service, sanitation, and safety procedures.	Core	74.0	08/2025	Incumbent
35-1012.00	2150	Assign duties, responsibilities, and work stations to employees in accordance with work requirements.	Core	73.0	08/2025	Incumbent
35-1012.00	2157	Present bills and accept payments.	Core	73.0	08/2025	Incumbent
35-1012.00	18714	Perform various financial activities, such as cash handling, deposit preparation, and payroll.	Core	75.0	08/2025	Incumbent
35-1012.00	18715	Supervise and participate in kitchen and dining area cleaning activities.	Core	73.0	08/2025	Incumbent
35-1012.00	2154	Specify food portions and courses, production and time sequences, and workstation and equipment arrangements.	Core	72.0	08/2025	Incumbent
35-1012.00	2148	Control inventories of food, equipment, smallware, and liquor, and report shortages to designated personnel.	Core	75.0	08/2025	Incumbent
35-1012.00	18716	Observe and evaluate workers and work procedures to ensure quality standards and service, and complete disciplinary write-ups.	Core	72.0	08/2025	Incumbent
35-1012.00	2147	Inspect supplies, equipment, and work areas to ensure efficient service and conformance to standards.	Core	74.0	08/2025	Incumbent
35-2011.00	5062	Cook the exact number of items ordered by each customer, working on several different orders simultaneously.	Core	54.0	08/2019	Incumbent
35-2011.00	5065	Prepare specialty foods, such as pizzas, fish and chips, sandwiches, or tacos, following specific methods that usually require short preparation time.	Core	56.0	08/2019	Incumbent
35-2011.00	5055	Operate large-volume cooking equipment, such as grills, deep-fat fryers, or griddles.	Core	56.0	08/2019	Incumbent
35-2011.00	5054	Clean food preparation areas, cooking surfaces, and utensils.	Core	56.0	08/2019	Incumbent
35-2011.00	5058	Read food order slips or receive verbal instructions as to food required by patron, and prepare and cook food according to instructions.	Core	55.0	08/2019	Incumbent
35-2011.00	5064	Clean, stock, and restock workstations and display cases.	Core	56.0	08/2019	Incumbent
35-2011.00	5053	Maintain sanitation, health, and safety standards in work areas.	Core	56.0	08/2019	Incumbent
35-2011.00	5061	Cook and package batches of food, such as hamburgers or fried chicken, prepared to order or kept warm until sold.	Core	56.0	08/2019	Incumbent
35-2011.00	5056	Verify that prepared food meets requirements for quality and quantity.	Core	55.0	08/2019	Incumbent
35-2011.00	5071	Pre-cook items, such as bacon, to prepare them for later use.	Core	56.0	08/2019	Incumbent
35-2012.00	21148	Monitor and record food temperatures to ensure food safety.	Core	143.0	08/2019	Incumbent
35-2012.00	9488	Cook foodstuffs according to menus, special dietary or nutritional restrictions, or numbers of portions to be served.	Core	142.0	08/2019	Incumbent
35-2012.00	21149	Rotate and store food supplies.	Core	142.0	08/2019	Incumbent
35-2012.00	9491	Wash pots, pans, dishes, utensils, or other cooking equipment.	Core	141.0	08/2019	Incumbent
35-2012.00	9487	Apportion and serve food to facility residents, employees, or patrons.	Core	138.0	08/2019	Incumbent
35-2012.00	9486	Clean and inspect galley equipment, kitchen appliances, and work areas to ensure cleanliness and functional operation.	Core	142.0	08/2019	Incumbent
35-2012.00	9489	Clean, cut, and cook meat, fish, or poultry.	Core	140.0	08/2019	Incumbent
35-2012.00	9493	Direct activities of one or more workers who assist in preparing and serving meals.	Core	141.0	08/2019	Incumbent
35-2012.00	9495	Train new employees.	Core	138.0	08/2019	Incumbent
35-2012.00	9496	Take inventory of supplies and equipment.	Core	140.0	08/2019	Incumbent
35-2014.00	18723	Ensure food is stored and cooked at correct temperature by regulating temperature of ovens, broilers, grills, and roasters.	Core	71.0	08/2025	Incumbent
35-2014.00	18722	Inspect and clean food preparation areas, such as equipment, work surfaces, and serving areas, to ensure safe and sanitary food-handling practices.	Core	72.0	08/2025	Incumbent
35-2014.00	2173	Portion, arrange, and garnish food, and serve food to waiters or patrons.	Core	70.0	08/2025	Incumbent
35-2014.00	18724	Ensure freshness of food and ingredients by checking for quality, keeping track of old and new items, and rotating stock.	Core	71.0	08/2025	Incumbent
35-2014.00	2170	Season and cook food according to recipes or personal judgment and experience.	Core	71.0	08/2025	Incumbent
35-2014.00	2176	Bake, roast, broil, and steam meats, fish, vegetables, and other foods.	Core	72.0	08/2025	Incumbent
35-2014.00	2172	Weigh, measure, and mix ingredients according to recipes or personal judgment, using various kitchen utensils and equipment.	Core	69.0	08/2025	Incumbent
35-2014.00	2169	Turn or stir foods to ensure even cooking.	Core	71.0	08/2025	Incumbent
35-2014.00	2171	Observe and test foods to determine if they have been cooked sufficiently, using methods such as tasting, smelling, or piercing them with utensils.	Core	72.0	08/2025	Incumbent
35-2014.00	2175	Substitute for or assist other cooks during emergencies or rush periods.	Core	71.0	08/2025	Incumbent
35-2015.00	2187	Clean food preparation equipment, work areas, and counters or tables.	Core	63.0	08/2025	Incumbent
35-2015.00	18725	Restock kitchen supplies, rotate food, and stamp the time and date on food in coolers.	Core	63.0	08/2025	Incumbent
35-2015.00	2192	Complete orders from steam tables, placing food on plates and serving customers at tables or counters.	Core	62.0	08/2025	Incumbent
35-2015.00	2188	Plan work on orders so that items served together are finished at the same time.	Core	64.0	08/2025	Incumbent
35-2015.00	2189	Grill, cook, and fry foods such as french fries, eggs, and pancakes.	Core	62.0	08/2025	Incumbent
35-2015.00	18726	Perform food preparation tasks, such as making sandwiches, carving meats, making soups or salads, baking breads or desserts, and brewing coffee or tea.	Core	63.0	08/2025	Incumbent
35-2015.00	18727	Perform general cleaning activities in kitchen and dining areas.	Core	64.0	08/2025	Incumbent
35-2015.00	2190	Take orders from customers and cook foods requiring short preparation times, according to customer requirements.	Core	64.0	08/2025	Incumbent
35-2021.00	18728	Clean and sanitize work areas, equipment, utensils, dishes, or silverware.	Core	60.0	08/2024	Incumbent
35-2021.00	2204	Assist cooks and kitchen staff with various tasks as needed, and provide cooks with needed items.	Core	60.0	08/2024	Incumbent
35-2021.00	2210	Carry food supplies, equipment, and utensils to and from storage and work areas.	Core	60.0	08/2024	Incumbent
35-2021.00	2208	Remove trash and clean kitchen garbage containers.	Core	60.0	08/2024	Incumbent
35-2021.00	2197	Store food in designated containers and storage areas to prevent spoilage.	Core	60.0	08/2024	Incumbent
35-2021.00	2203	Weigh or measure ingredients.	Core	59.0	08/2024	Incumbent
35-2021.00	18734	Vacuum dining area and sweep and mop kitchen floor.	Core	59.0	08/2024	Incumbent
35-2021.00	18732	Inform supervisors when equipment is not working properly and when food and supplies are getting low, and order needed items.	Core	59.0	08/2024	Incumbent
35-2021.00	18731	Wash, peel, and cut various foods, such as fruits and vegetables, to prepare for cooking or serving.	Core	58.0	08/2024	Incumbent
35-2021.00	2206	Receive and store food supplies, equipment, and utensils in refrigerators, cupboards, and other storage areas.	Core	59.0	08/2024	Incumbent
35-3011.00	2227	Clean glasses, utensils, and bar equipment.	Core	64.0	07/2017	Incumbent
35-3011.00	2223	Collect money for drinks served.	Core	65.0	07/2017	Incumbent
35-3011.00	2224	Check identification of customers to verify age requirements for purchase of alcohol.	Core	64.0	07/2017	Incumbent
35-3011.00	2230	Clean bars, work areas, and tables.	Core	65.0	07/2017	Incumbent
35-3011.00	2226	Attempt to limit problems and liability related to customers' excessive drinking by taking steps such as persuading customers to stop drinking, or ordering taxis or other transportation for intoxicated patrons.	Core	65.0	07/2017	Incumbent
35-3011.00	2228	Take beverage orders from serving staff or directly from patrons.	Core	64.0	07/2017	Incumbent
35-3011.00	2229	Serve wine, and bottled or draft beer.	Core	63.0	07/2017	Incumbent
35-3011.00	18735	Stock bar with beer, wine, liquor, and related supplies such as ice, glassware, napkins, or straws.	Core	64.0	07/2017	Incumbent
35-3011.00	2232	Serve snacks or food items to customers seated at the bar.	Core	64.0	07/2017	Incumbent
35-3011.00	2231	Mix ingredients, such as liquor, soda, water, sugar, and bitters, to prepare cocktails and other drinks.	Core	64.0	07/2017	Incumbent
35-3023.00	23100	Accept payment from customers, and make change as necessary.	Core	116.0	08/2025	Incumbent
35-3023.00	23110	Serve customers in eating places that specialize in fast service and inexpensive carry-out food.	Core	114.0	08/2025	Incumbent
35-3023.00	23104	Request and record customer orders, and compute bills, using cash registers, multi-counting machines, or pencil and paper.	Core	116.0	08/2025	Incumbent
35-3023.00	23099	Communicate with customers regarding orders, comments, and complaints.	Core	116.0	08/2025	Incumbent
35-3023.00	23105	Serve food, beverages, or desserts to customers in such settings as take-out counters of restaurants or lunchrooms, business or industrial establishments, hotel rooms, and cars.	Core	116.0	08/2025	Incumbent
35-3023.00	23108	Monitor and order supplies or food items, and restock as necessary to maintain inventory.	Core	114.0	08/2025	Incumbent
35-3023.00	23102	Perform cleaning duties, such as sweeping, mopping, and washing dishes, to keep equipment and facilities sanitary.	Core	116.0	08/2025	Incumbent
35-3023.00	23109	Brew coffee and tea, and fill containers with requested beverages.	Core	113.0	08/2025	Incumbent
35-3023.00	23107	Clean and organize eating, service, and kitchen areas.	Core	116.0	08/2025	Incumbent
35-3023.00	23113	Wrap menu items such as sandwiches, hot entrees, and desserts for serving or for takeout.	Core	116.0	08/2025	Incumbent
35-3023.01	17588	Receive and process customer payments.	Core	68.0	07/2015	Incumbent
35-3023.01	17581	Prepare or serve hot or cold beverages, such as coffee, espresso drinks, blended coffees, or teas.	Core	69.0	07/2015	Incumbent
35-3023.01	17591	Take customer orders and convey them to other employees for preparation.	Core	68.0	07/2015	Incumbent
35-3023.01	17582	Clean or sanitize work areas, utensils, or equipment.	Core	69.0	07/2015	Incumbent
35-3023.01	17585	Describe menu items to customers, or suggest products that might appeal to them.	Core	68.0	07/2015	Incumbent
35-3023.01	17583	Clean service or seating areas.	Core	69.0	07/2015	Incumbent
35-3023.01	17589	Serve prepared foods, such as muffins, biscotti, or bagels.	Core	68.0	07/2015	Incumbent
